Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
38,1,Some College,Married,Rent,3.5,Southwest,0,Full-Time,2.3,Government,Management,33746.26,10502.6,1158.44,11661.04,1,1.5,3918.27,2024.46,0.0,,8763.24,14705.97,,0.0,,,7,2,51358.1,0.3636,0,0,0,0,0,0.0,0.0,1.0,3,315,193,6,0.2173,32200.0,Business,24,1,Property,11165.57,0.9542,399.16,0.0342,1,1,6.61
68,0,Some College,Married,Mortgage,4.2,Northwest,0,Full-Time,2.4,Corporate,Manual,25008.5,22009.1,1583.82,23592.92,1,1.3,1704.67,1194.62,17142.37,183941.02,12058.49,216041.17,178152.98,0.0,,600.0,12,7,7472.56,0.725,0,0,0,0,1,1.0,0.0,1.0,1,600,399,12,0.1826,39800.0,Personal,36,0,None,,1.5915,1280.05,0.0543,0,3,10.33
41,1,Some College,Married,Own,3.5,Midwest,1,Full-Time,,SME,Technical,27314.05,14325.44,566.62,14892.06,1,0.9,783.8,877.01,,,10916.8,320109.87,0.0,0.0,,587.0,14,4,150507.43,0.842,3,0,0,0,0,0.0,,7.0,7,587,376,11,0.2974,13900.0,Debt Consolidation,60,0,Vehicle,10739.66,0.5089,435.96,0.0293,0,4,10.71
52,0,HS Diploma,Single,Mortgage,9.1,Mountain West,0,Part-Time,12.5,Self,Management,66189.94,15046.96,0.0,15046.96,1,9.7,9668.64,8420.51,,0.0,8519.9,91172.92,0.0,,,447.0,11,4,55345.02,0.4914,1,0,0,0,1,0.0,0.0,0.0,0,447,313,7,0.0817,68600.0,Medical,36,1,None,0.0,1.0364,623.38,0.0414,0,3,4.99
40,2,PhD,Single,Mortgage,0.3,Midwest,1,Full-Time,26.3,Corporate,Management,78084.19,38340.91,0.0,38340.91,1,6.2,7346.89,2495.57,0.0,,,539239.29,156318.79,,,101.0,4,1,27904.69,0.2736,1,1,0,0,0,0.0,0.0,2.0,4,295,251,3,0.0598,5800.0,Debt Consolidation,12,0,Savings Account,,0.0743,156.61,0.0041,0,2,5.75
40,2,Bachelor,Married,Mortgage,4.9,Alaska/Hawaii,0,Full-Time,5.1,Corporate,Sales,33305.56,18417.91,0.0,18417.91,0,3.0,3728.48,1603.08,,0.0,,5331.56,,,,155.0,6,2,31189.3,0.5368,0,0,0,0,0,0.0,0.0,4.0,4,268,193,3,0.2474,17900.0,Business,36,0,None,,0.5374,477.98,0.026,0,3,8.08
28,1,HS Diploma,Single,Rent,1.8,Mid-Atlantic,0,Self-Employed,5.9,Corporate,Management,112293.03,50000.0,,50000.0,0,5.7,517.64,2606.25,0.0,0.0,,19059.31,,4535.63,0.0,226.0,7,1,109000.74,0.0618,0,0,0,0,0,0.0,0.0,1.0,3,226,67,5,0.269,45700.0,Home Improvement,48,1,None,,0.407,1743.06,0.0349,1,1,4.99
35,2,Some College,Divorced,Rent,1.8,Mid-Atlantic,2,Full-Time,0.1,Corporate,Sales,97629.29,50000.0,2282.21,52282.21,1,0.1,11106.94,8577.51,0.0,0.0,6668.57,26353.02,,,,336.0,7,2,59488.84,0.1464,0,0,0,0,0,0.0,1.0,0.0,2,356,245,5,0.1903,17100.0,Home Improvement,84,0,None,,0.1752,2748.83,0.0526,0,2,6.11
48,0,HS Diploma,Divorced,Mortgage,5.8,Alaska/Hawaii,0,Part-Time,3.7,SME,Sales,16994.18,6828.99,5378.81,12207.8,1,2.6,13023.94,5886.45,0.0,0.0,80000.0,98910.39,89125.86,18966.83,,104.0,3,1,8736.68,0.6292,2,0,0,0,0,0.0,0.0,4.0,5,495,321,3,0.0718,4500.0,Home Improvement,60,0,None,,0.2648,168.11,0.0138,0,4,5.86
40,0,Bachelor,Single,Own,7.7,Northwest,0,Full-Time,7.5,Corporate,Sales,27478.28,21724.9,0.0,21724.9,0,4.1,3930.85,2906.48,,,47777.75,164518.92,0.0,19795.7,,530.0,12,5,25478.38,0.2372,0,0,0,0,0,0.0,1.0,1.0,3,530,289,10,0.0376,5400.0,Debt Consolidation,60,0,None,0.0,0.1965,542.76,0.025,0,0,6.17
51,1,No Diploma,Divorced,Mortgage,7.0,Mid-Atlantic,1,Self-Employed,0.4,Corporate,Technical,56406.0,38185.11,,38185.11,1,0.4,16983.09,6790.83,21493.32,157935.34,,203202.58,120613.04,0.0,,438.0,6,1,44917.45,0.5768,2,1,1,1,1,0.0,1.0,1.0,4,557,377,5,0.243,5100.0,Debt Consolidation,36,0,None,,0.0904,148.76,0.0039,1,4,12.04
21,0,Bachelor,Married,Rent,0.3,Mountain West,0,Full-Time,2.1,SME,Sales,60076.99,10246.07,0.0,10246.07,1,1.4,9953.91,27211.9,0.0,,37182.36,74348.17,,,28331.36,199.0,12,5,138218.83,0.4904,0,0,0,0,1,1.0,1.0,0.0,0,199,59,5,0.1075,10400.0,Auto,36,1,None,,0.1731,736.08,0.0718,1,3,7.18
44,3,HS Diploma,Divorced,Rent,5.8,Mountain West,1,Full-Time,4.3,Corporate,Technical,15360.85,50000.0,0.0,50000.0,1,3.1,1454.23,2070.09,0.0,,8494.21,12018.53,0.0,0.0,,466.0,9,3,23668.16,0.6651,1,1,1,1,0,0.0,0.0,7.0,13,466,289,8,0.1966,25400.0,Personal,60,0,Property,5717.65,1.6536,2000.53,0.04,0,4,10.63
54,0,Some College,Single,Mortgage,11.2,Southeast,0,Part-Time,2.3,Self,Sales,100752.8,44183.57,0.0,44183.57,1,1.7,6023.66,1952.78,841944.17,106252.69,0.0,956173.3,0.0,0.0,,43.0,1,0,9865.05,0.3822,0,0,0,0,0,0.0,0.0,2.0,4,375,270,1,0.5062,25600.0,Home Improvement,60,0,Property,,0.2541,410.84,0.0093,0,2,4.99
40,0,Bachelor,Single,Own,5.2,Southwest,0,Full-Time,10.4,Corporate,Sales,33001.14,15952.2,0.0,15952.2,1,5.7,9500.24,1806.64,0.0,465416.37,7859.46,484582.71,0.0,,,236.0,5,3,40881.74,0.3718,1,0,0,0,1,0.0,0.0,3.0,4,508,335,2,0.0271,6300.0,Medical,36,0,Savings Account,26114.97,0.1909,181.42,0.0114,0,3,4.99
49,0,HS Diploma,Single,Own,5.2,Mountain West,0,Full-Time,8.6,Corporate,Service,65669.61,50000.0,512.65,50512.65,1,7.0,10685.44,1539.99,10334.47,452792.26,14260.15,489612.31,0.0,0.0,,525.0,7,2,31816.71,0.4858,0,0,0,0,2,2.0,1.0,0.0,1,552,365,7,0.2334,4600.0,Debt Consolidation,36,0,Vehicle,12884.92,0.07,209.94,0.0042,0,4,4.99
21,2,HS Diploma,Married,Rent,0.5,Southeast,0,Full-Time,1.3,SME,Sales,24443.74,28331.75,0.0,28331.75,0,1.3,2931.04,3448.43,0.0,,12974.8,19354.27,0.0,0.0,0.0,181.0,9,1,47215.03,,0,0,0,0,0,0.0,0.0,1.0,2,181,54,9,0.3848,6800.0,Education,36,0,None,,0.2782,235.36,0.0083,0,1,4.99
33,1,Bachelor,Married,Mortgage,7.3,Pacific Coast,0,Full-Time,2.6,Corporate,Service,35869.23,25724.74,3663.57,29388.31,1,0.7,8859.13,7984.41,,0.0,,28338.59,0.0,0.0,,356.0,8,1,61188.39,0.9068,1,1,0,1,0,0.0,0.0,7.0,8,356,175,8,0.0883,3400.0,Other,48,0,None,,0.0948,215.61,0.0073,1,4,10.47
21,1,No Diploma,Divorced,Living with Family,17.6,Southeast,1,Full-Time,1.3,SME,Professional,15000.0,14569.26,591.38,15160.64,1,1.2,1603.1,2443.64,0.0,,5945.46,9992.2,,,,16.0,8,0,91273.0,0.7383,4,1,1,1,0,0.0,0.0,1.0,1,26,18,5,0.2226,4800.0,Auto,36,0,Savings Account,24750.05,0.32,325.2,0.0215,0,4,18.36
61,3,Bachelor,Married,Mortgage,17.6,Northeast,0,Full-Time,,SME,Professional,23134.63,7133.16,,7133.16,1,3.2,3844.21,1085.1,,245492.04,24835.76,305397.01,155742.12,,,286.0,4,1,9056.06,0.6358,1,1,0,0,0,0.0,0.0,0.0,0,456,272,4,0.3721,8300.0,Auto,60,0,Vehicle,,0.3588,538.94,0.0756,1,4,9.68
44,2,Bachelor,Single,Mortgage,0.2,Southeast,1,Full-Time,5.6,Self,Sales,20810.75,18012.76,0.0,18012.76,0,3.7,547.97,3630.89,0.0,,,269004.02,0.0,0.0,0.0,539.0,11,5,16748.41,0.6751,2,0,0,1,0,0.0,0.0,1.0,1,539,353,10,0.4098,9800.0,Auto,36,0,None,,0.4709,385.07,0.0214,0,4,10.64
40,2,Bachelor,Single,Mortgage,2.5,Southwest,1,Full-Time,2.5,SME,Service,29432.91,15820.67,,17125.24,1,0.5,1976.0,615.45,0.0,,,49818.62,0.0,0.0,11010.43,559.0,12,4,95935.96,0.2189,0,0,0,0,1,0.0,0.0,0.0,1,559,326,8,0.1703,9600.0,Personal,36,0,None,,0.3262,278.53,0.0163,0,3,8.17
58,1,Some College,Married,Own,11.0,Mountain West,1,Retired,4.8,Government,Sales,145531.86,34270.81,,34270.81,0,4.0,26210.73,2375.17,293477.41,231019.13,7545.58,560628.02,0.0,0.0,,265.0,3,0,21842.04,0.0442,0,0,0,0,0,0.0,0.0,1.0,3,465,342,3,0.2409,19100.0,Business,36,0,Vehicle,10238.1,0.1312,1027.79,0.03,0,1,6.99
24,0,Bachelor,Married,Own,8.0,Northwest,0,Part-Time,13.0,Government,Service,31358.62,33057.74,0.0,33057.74,1,7.8,6745.26,7652.22,,,0.0,14397.48,0.0,0.0,37430.45,61.0,9,3,85931.63,0.6278,3,1,0,0,1,0.0,3.0,4.0,5,90,90,4,0.3008,14500.0,Debt Consolidation,36,1,Vehicle,2747.33,0.4624,118.4,0.0036,0,4,11.5
54,3,HS Diploma,Divorced,Rent,6.2,Southwest,0,Full-Time,2.2,Government,Professional,35525.61,24169.5,1137.89,25307.39,1,1.4,2948.5,2159.44,,0.0,,11829.84,,,,450.0,10,1,24287.25,0.2662,0,0,0,0,1,1.0,0.0,0.0,2,450,135,10,0.4882,33600.0,Auto,36,0,None,,0.9458,586.1,0.0232,0,3,7.44
55,1,HS Diploma,Single,Living with Family,19.7,Pacific Coast,1,Retired,0.7,Corporate,Management,67590.52,28795.93,,28795.93,1,0.7,20041.93,10746.52,19216.55,,30134.62,80139.62,,0.0,,290.0,5,3,30845.82,0.7586,1,0,0,0,0,0.0,0.0,1.0,1,552,355,2,0.1207,9100.0,Debt Consolidation,36,0,None,,0.1346,523.35,0.0182,0,3,4.99
59,1,No Diploma,Married,Own,12.6,Northwest,1,Full-Time,2.7,Non-Profit,Professional,20963.64,5332.17,0.0,5332.17,1,2.7,8588.47,4902.29,,,,248194.68,,0.0,,592.0,17,8,64166.19,0.1104,0,0,0,0,0,0.0,0.0,0.0,3,592,251,11,0.5232,6600.0,Personal,36,0,None,,0.3148,598.71,0.1123,0,0,4.99
21,1,PhD,Married,Mortgage,1.2,Southwest,1,Full-Time,5.0,Corporate,Manual,50158.75,36679.01,0.0,36679.01,1,1.4,10692.18,7278.88,99710.37,,27812.51,375066.58,158431.24,17880.79,0.0,8.0,5,2,3059.42,0.8049,1,1,0,0,0,1.0,,2.0,4,13,6,5,0.5565,3800.0,Other,48,1,None,,0.0758,170.82,0.0047,1,4,10.31
21,1,HS Diploma,Single,Living with Family,1.8,Northeast,1,Full-Time,0.1,Corporate,Service,15579.3,8796.7,0.0,8796.7,0,0.1,1144.15,5905.43,,,36475.62,43525.2,,34766.44,120528.65,275.0,9,4,16224.7,0.5607,0,0,0,0,0,0.0,0.0,3.0,6,275,204,6,0.3752,29500.0,Debt Consolidation,60,1,Vehicle,14046.86,1.8935,1115.4,0.1268,0,3,7.94
47,4,HS Diploma,Single,Mortgage,1.2,Alaska/Hawaii,1,Full-Time,1.1,Government,Service,448766.0,50000.0,0.0,50000.0,1,1.1,8720.19,4053.15,67563.67,,,456374.89,0.0,0.0,,490.0,10,5,122781.21,0.0304,0,0,0,0,0,0.0,0.0,2.0,6,490,300,6,0.4885,33100.0,Personal,36,0,None,,0.0738,939.77,0.0188,1,0,4.99
52,1,HS Diploma,Widowed,Mortgage,5.0,Southeast,0,Unemployed,15.2,Corporate,Professional,88001.24,30381.15,0.0,30381.15,0,11.5,22580.83,3371.88,,45693.02,0.0,120231.24,113610.76,,,218.0,5,1,43844.21,0.1179,0,0,0,0,0,0.0,0.0,1.0,4,271,184,4,0.5351,39300.0,Medical,36,0,None,0.0,0.4466,1062.23,0.035,0,0,4.99
62,3,Master,Divorced,Own,7.2,Alaska/Hawaii,0,Self-Employed,24.9,Corporate,Sales,21546.23,14155.16,0.0,14155.16,1,10.4,845.19,552.27,,227842.26,,238321.54,0.0,0.0,,564.0,11,4,,0.5047,0,0,0,0,0,1.0,3.0,0.0,1,564,331,8,0.1428,1900.0,Personal,60,0,Vehicle,5968.97,0.0882,873.2,0.0617,1,2,4.99
48,3,HS Diploma,Single,Mortgage,0.2,Southeast,0,Full-Time,4.6,Government,Professional,48052.69,45919.3,0.0,45919.3,1,1.9,20689.84,4772.64,0.0,187192.14,16583.72,229238.34,230030.65,0.0,,367.0,5,1,10314.84,0.3712,0,0,0,0,0,1.0,2.0,0.0,0,484,315,5,0.5037,25300.0,Business,36,1,None,,0.5265,3713.11,0.0809,0,2,8.3
37,3,Bachelor,Single,Living with Family,12.9,Pacific Coast,1,Full-Time,4.6,SME,Sales,35797.64,14904.04,,14904.04,1,1.8,4957.04,702.77,,,,41597.78,,0.0,,180.0,7,2,25951.21,0.0632,0,0,0,0,0,0.0,0.0,0.0,2,180,75,6,0.5213,6500.0,Debt Consolidation,36,0,None,,0.1816,718.41,0.0482,0,1,5.07
34,0,Bachelor,Divorced,Mortgage,7.9,Southwest,0,Full-Time,3.7,Corporate,Service,18666.27,9088.91,590.75,9679.66,1,0.9,9184.63,863.53,0.0,0.0,18197.02,28245.18,,11565.65,0.0,94.0,4,2,8626.9,0.2102,0,0,0,0,0,0.0,0.0,0.0,0,209,205,4,0.1504,9200.0,Debt Consolidation,36,0,None,,0.4929,785.26,0.0811,0,2,6.52
57,1,HS Diploma,Single,Own,12.5,Mid-Atlantic,1,Full-Time,6.1,SME,Sales,86241.36,28715.49,,28715.49,0,6.0,4840.58,1802.39,53783.72,147330.39,11436.26,219193.34,0.0,0.0,,328.0,12,5,110869.23,0.1463,1,1,0,0,1,0.0,0.0,2.0,3,328,172,6,0.1202,9800.0,Debt Consolidation,36,0,None,,0.1136,103.68,0.0036,1,3,6.7
54,0,Bachelor,Single,Mortgage,11.7,Southwest,0,Part-Time,10.3,Government,Professional,152419.56,38994.6,,38994.6,1,3.2,9917.05,4302.88,556435.45,,34221.45,824140.14,60116.63,0.0,,245.0,11,3,104288.96,0.3821,1,0,0,0,1,0.0,0.0,1.0,2,245,91,8,0.3372,8200.0,Personal,48,0,Other,55200.19,0.0538,592.55,0.0152,1,3,8.45
25,1,No Diploma,Single,Rent,1.7,Southwest,0,Full-Time,,Non-Profit,Professional,18358.6,12236.36,0.0,12236.36,0,1.9,13989.48,1881.45,0.0,,7692.74,23563.67,,0.0,29599.98,254.0,10,4,46460.04,0.1881,0,0,0,0,0,0.0,0.0,0.0,0,254,113,6,0.5284,32700.0,Education,36,0,Vehicle,0.0,1.7812,665.54,0.0544,0,2,4.99
32,2,Bachelor,Divorced,Own,11.2,Northwest,1,Unemployed,3.6,Self,Technical,15145.9,10173.65,2920.21,13093.86,0,0.8,12114.73,304.49,0.0,0.0,,12419.22,0.0,,,398.0,13,9,32823.46,0.3626,0,0,0,0,0,0.0,0.0,3.0,4,398,178,5,0.1422,17500.0,Personal,36,1,Vehicle,,1.1554,541.74,0.0414,0,1,4.99
41,0,Bachelor,Single,Mortgage,7.6,Pacific Coast,0,Full-Time,4.2,Government,Manual,48013.09,6657.31,,6657.31,0,2.6,4855.47,4155.45,,64513.56,11760.96,99040.89,,6035.23,,427.0,12,4,29245.12,0.106,0,0,0,0,0,0.0,0.0,0.0,0,427,202,10,0.4481,22200.0,Debt Consolidation,48,0,None,0.0,0.4624,1074.5,0.1614,0,0,5.87
33,0,No Diploma,Single,Mortgage,4.1,Pacific Coast,0,Full-Time,1.5,SME,Professional,15000.0,49967.23,,49967.23,0,1.0,1328.83,1279.67,0.0,0.0,,2608.5,0.0,,,366.0,4,1,15904.29,0.6582,2,0,0,1,0,0.0,0.0,2.0,5,532,333,4,0.2919,19500.0,Home Improvement,84,1,None,,1.3,2698.93,0.054,0,4,8.06
46,1,Some College,Single,Rent,6.4,Northwest,0,Full-Time,0.8,Government,Service,34072.08,27253.61,0.0,27253.61,0,0.3,13013.63,3568.37,,,0.0,16582.0,,0.0,,579.0,10,6,19218.04,0.4031,1,1,1,0,0,0.0,0.0,1.0,2,589,392,8,0.2748,51800.0,Medical,60,0,None,,1.5203,1419.09,0.0521,0,3,5.04
50,3,Some College,Married,Rent,13.0,Pacific Coast,0,Full-Time,5.6,Government,Technical,54384.59,50000.0,,54667.61,1,2.4,3208.32,1231.54,5524.62,,26358.48,36322.96,,,,463.0,9,3,62485.57,0.8083,1,0,0,1,1,1.0,0.0,1.0,1,463,213,7,0.1301,6300.0,Debt Consolidation,60,1,None,,0.1158,317.44,0.0058,1,4,9.52
21,0,Some College,Divorced,Own,1.5,Southwest,0,Full-Time,3.5,SME,Technical,92490.71,29301.92,1167.54,30469.46,0,1.5,7260.19,1813.75,18350.49,,0.0,614179.23,0.0,0.0,,101.0,6,2,23987.6,0.0896,0,0,0,0,0,0.0,0.0,1.0,4,154,88,4,0.2811,6500.0,Auto,36,0,Vehicle,0.0,0.0703,297.37,0.0098,1,0,9.88
21,0,Bachelor,Married,Rent,0.1,Northwest,0,Full-Time,0.6,SME,Manual,60819.47,50000.0,1153.68,51153.68,1,0.4,9836.05,1614.6,,,0.0,28129.44,0.0,0.0,112696.64,36.0,4,2,12537.9,,0,0,0,0,0,0.0,1.0,1.0,2,71,71,4,0.2972,8200.0,Medical,48,0,Other,,0.1348,384.12,0.0075,1,1,6.5
44,0,HS Diploma,Married,Mortgage,5.5,Southeast,0,Full-Time,11.4,Corporate,Service,60803.43,15336.13,0.0,15336.13,1,8.3,5168.03,3047.6,76947.63,262730.21,12853.01,360746.48,0.0,,31898.83,363.0,11,4,36471.42,0.3628,1,0,0,0,0,0.0,,2.0,4,363,147,9,0.22,31100.0,Debt Consolidation,12,1,None,,0.5115,984.87,0.0642,1,1,6.27
54,0,Bachelor,Single,Rent,4.2,Northwest,0,Part-Time,10.1,SME,Management,53040.04,30221.99,0.0,30221.99,0,4.0,2722.55,4706.51,7378.32,,21271.69,36079.07,,0.0,,522.0,8,3,58487.04,,0,0,0,0,0,1.0,4.0,3.0,6,550,345,6,0.2973,3100.0,Home Improvement,48,0,None,,0.0584,337.26,0.0112,0,3,6.83
32,2,Bachelor,Married,Mortgage,4.1,Northeast,1,Full-Time,3.1,SME,Management,42755.62,31737.88,,36520.94,0,1.2,1500.17,2697.4,,150786.73,,199378.46,,6087.95,,536.0,14,9,30270.56,0.4015,0,0,0,0,0,0.0,0.0,2.0,2,536,287,8,0.1979,48500.0,Debt Consolidation,36,1,Vehicle,,1.1344,744.49,0.0204,0,0,4.99
46,1,Bachelor,Married,Mortgage,0.3,Pacific Coast,1,Part-Time,23.1,SME,Professional,212323.15,39338.2,1825.81,41164.01,0,11.3,13847.36,19302.83,,,19983.24,316990.42,447161.72,11076.46,,285.0,8,1,125616.13,0.069,0,0,0,0,0,0.0,0.0,0.0,0,301,167,6,0.245,12600.0,Debt Consolidation,24,0,Vehicle,5705.5,0.0593,587.91,0.0143,0,0,6.56
28,3,Some College,Divorced,Rent,1.0,Midwest,0,Full-Time,4.5,Non-Profit,Management,39522.34,15142.47,0.0,15142.47,1,3.3,3444.11,382.89,0.0,,0.0,3827.0,,,,155.0,10,0,130949.37,0.1497,0,0,0,0,0,0.0,0.0,2.0,4,155,46,10,0.3366,14000.0,Medical,36,1,None,,0.3542,714.74,0.0472,0,1,4.99
33,1,Bachelor,Married,Own,6.9,Midwest,1,Self-Employed,5.4,SME,Manual,86752.08,29719.55,4176.29,33895.84,1,5.4,22869.2,6802.19,20851.06,232964.69,13673.97,297161.11,,,64290.53,,7,2,39500.6,0.3083,1,0,0,0,0,0.0,0.0,1.0,2,152,111,5,0.2704,8100.0,Medical,84,0,Property,9225.06,0.0934,514.06,0.0152,0,1,6.61
29,0,HS Diploma,Single,Own,11.4,Mid-Atlantic,0,Self-Employed,0.8,Non-Profit,Professional,31145.94,14822.44,0.0,14822.44,1,0.2,4216.2,2506.48,,61026.11,,92709.43,0.0,,32194.92,66.0,5,1,11509.37,0.313,1,1,0,0,0,0.0,0.0,4.0,7,148,77,5,0.3059,34600.0,Debt Consolidation,24,0,Property,6843.07,1.1109,621.02,0.0419,0,3,5.01
45,0,Some College,Married,Rent,7.2,Great Plains,0,Unemployed,0.6,Self,Manual,69562.27,14557.72,0.0,14557.72,0,0.6,8802.43,4730.16,,,18960.38,553932.82,,26175.07,,401.0,9,2,96067.18,0.3223,0,0,0,0,0,0.0,0.0,0.0,2,401,206,7,0.3023,13300.0,Debt Consolidation,60,1,None,,0.1912,1581.21,0.1086,0,0,6.09
53,0,HS Diploma,Single,Mortgage,16.4,Pacific Coast,0,Full-Time,4.1,SME,Management,145848.46,23802.93,0.0,23802.93,0,4.1,35485.87,5634.33,388534.6,121322.25,10473.36,561450.41,,3709.68,,478.0,16,7,75836.29,0.0336,0,0,0,0,0,0.0,2.0,0.0,2,478,143,11,0.421,21100.0,Debt Consolidation,60,0,Savings Account,,0.1447,544.36,0.0229,0,0,8.24
45,0,Some College,Married,Rent,4.7,Alaska/Hawaii,0,Full-Time,2.0,SME,Professional,45623.18,22586.16,0.0,22586.16,1,0.4,1960.43,3002.17,121995.7,,23874.54,150832.84,,,,357.0,9,5,21644.95,0.38,0,0,0,1,1,1.0,0.0,0.0,0,357,187,7,0.4793,8600.0,Medical,60,0,None,0.0,0.1885,286.09,0.0127,1,4,7.17
46,1,Master,Married,Rent,1.6,Northwest,1,Full-Time,9.4,SME,Management,102187.34,43237.87,0.0,43237.87,0,3.9,5786.85,9080.82,0.0,,,14867.67,,0.0,,584.0,11,2,194416.34,0.0281,0,0,0,0,0,0.0,0.0,0.0,2,584,320,9,0.1179,8400.0,Debt Consolidation,36,1,None,,0.0822,618.91,0.0143,0,2,6.96
37,1,Bachelor,Single,Own,0.7,Great Plains,1,Full-Time,22.3,Corporate,Manual,97996.09,29351.95,,29351.95,0,16.1,57206.03,7826.07,0.0,,0.0,828028.59,0.0,0.0,,469.0,11,8,80585.18,0.1237,0,0,0,0,0,0.0,0.0,0.0,3,469,296,3,0.2095,8200.0,Education,60,0,Vehicle,,0.0837,617.78,0.021,1,2,4.99
21,0,Some College,Divorced,Rent,0.5,Mid-Atlantic,0,Full-Time,2.8,Government,Technical,50791.38,30682.75,0.0,30682.75,0,1.6,19202.25,5398.48,12967.17,,1986.02,39553.92,0.0,,,23.0,6,2,38228.44,0.5969,0,0,0,0,0,0.0,1.0,0.0,0,27,27,3,0.4462,9100.0,Home Improvement,36,0,Other,,0.1792,430.15,0.014,1,3,4.99
40,0,Bachelor,Married,Own,19.2,Northwest,0,Self-Employed,2.4,Government,Service,41824.71,14787.08,,14787.08,0,0.6,5218.71,11617.19,35273.26,113099.4,13571.88,178780.44,0.0,,,194.0,10,4,57350.2,0.6158,2,1,1,0,0,0.0,0.0,2.0,2,233,106,5,0.2841,11500.0,Home Improvement,12,0,Other,46438.43,0.275,282.61,0.0191,0,4,8.56
45,1,HS Diploma,Married,Rent,11.5,Northwest,0,Full-Time,14.0,Corporate,Technical,63576.67,11357.49,661.37,12018.86,0,9.2,3852.78,4346.98,34815.32,,,57917.57,,6463.04,7540.78,143.0,5,2,49995.63,0.0212,0,0,0,0,0,0.0,0.0,0.0,0,231,137,2,0.5057,7000.0,Other,36,0,None,,0.1101,406.4,0.0338,0,0,9.82
31,1,Master,Married,Mortgage,5.5,Northeast,0,Full-Time,7.0,Corporate,Manual,43789.01,34070.19,,34070.19,1,3.6,13112.61,2553.73,0.0,107441.13,16156.49,139263.96,,0.0,,94.0,8,2,43251.04,0.5341,1,0,0,1,0,1.0,,2.0,4,94,53,7,0.163,9100.0,Medical,84,0,None,,0.2078,1058.22,0.0311,0,4,4.99
24,0,Bachelor,Single,Mortgage,1.8,Great Plains,0,Full-Time,3.9,Corporate,Management,38260.61,24942.45,,24942.45,1,1.9,1226.7,2890.1,0.0,0.0,19906.78,24023.58,295771.63,20896.02,,72.0,8,4,14018.61,0.114,0,0,0,0,0,0.0,0.0,0.0,2,98,45,6,0.0766,24900.0,Education,36,0,None,,0.6508,521.46,0.0209,0,2,8.05
42,1,Master,Married,Mortgage,4.1,Great Plains,1,Self-Employed,16.2,Self,Service,111592.94,47903.84,0.0,47903.84,0,6.5,12092.14,6375.97,0.0,187353.77,,205821.88,58994.43,,,135.0,2,0,26656.49,0.3111,0,0,0,0,0,0.0,0.0,1.0,1,403,285,2,0.4748,77000.0,Debt Consolidation,48,0,None,,0.69,2615.19,0.0546,0,1,4.99
21,2,Some College,Divorced,Rent,5.3,Northeast,0,Full-Time,1.3,SME,Manual,58234.45,33383.17,0.0,33383.17,1,1.2,22191.74,1503.28,0.0,,14753.22,38448.24,,0.0,22782.15,47.0,7,1,67890.1,0.0396,0,0,0,0,0,0.0,2.0,0.0,0,61,44,4,0.2219,9100.0,Home Improvement,24,1,Vehicle,5008.68,0.1563,232.67,0.007,0,2,8.29
52,0,Bachelor,Married,Mortgage,8.7,Southeast,0,Full-Time,1.0,Government,Service,55829.27,5585.8,0.0,5585.8,1,0.3,11003.4,3625.73,131537.58,0.0,0.0,146166.71,0.0,0.0,,508.0,10,4,60709.68,0.1172,0,0,0,0,0,0.0,0.0,1.0,1,508,302,7,0.2923,29700.0,Home Improvement,36,0,None,0.0,0.532,518.82,0.0929,0,1,7.82
30,1,PhD,Single,Rent,2.1,Alaska/Hawaii,1,Part-Time,1.0,SME,Sales,78084.55,18720.66,0.0,18720.66,1,0.1,14854.31,10495.58,0.0,0.0,,25349.89,,2470.08,0.0,158.0,5,1,47382.28,0.1474,0,0,0,0,0,0.0,5.0,0.0,2,228,119,4,0.0853,4700.0,Home Improvement,36,0,None,,0.0602,165.13,0.0088,0,2,11.96
54,0,No Diploma,Married,Rent,5.4,Southwest,0,Self-Employed,3.6,Government,Service,39642.98,50000.0,3174.58,53174.58,1,3.6,2587.34,8468.23,,,24277.85,35333.42,,6626.03,,482.0,6,3,14905.79,0.1135,0,0,0,0,0,0.0,0.0,1.0,4,573,389,5,0.0641,12700.0,Other,24,0,Savings Account,13125.8,0.3204,377.93,0.0071,0,2,7.38
